event_key,event_name,season,region,event_type,player,team,role,agents,rounds,rating,acs,kd_ratio,kast,adr,kpr,apr,fkpr,fdpr,headshot_pct,clutch_pct
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,dgzin,EG,,,256,1.22,242.0,1.36,73%,155.5,0.89,0.16,0.21,0.13,28%,11%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,valyn,G2,,,255,1.18,229.9,1.27,79%,145.3,0.81,0.35,0.09,0.04,27%,16%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,koalanoob,FUR,,,261,1.16,236.8,1.24,73%,148.7,0.86,0.20,0.20,0.15,24%,18%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Neon,LEV,,,127,1.14,211.5,1.26,75%,135.3,0.76,0.14,0.22,0.09,25%,27%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Demon1,ENVY,,,168,1.13,232.9,1.23,73%,156.1,0.85,0.15,0.13,0.13,37%,6%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,lukxo,LOUD,,,146,1.13,228.1,1.21,71%,151.2,0.83,0.14,0.13,0.18,31%,6%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,BABYBAY,G2,,,255,1.10,214.8,1.21,72%,141.0,0.78,0.22,0.15,0.11,19%,12%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Cryocells,100T,,,440,1.10,217.0,1.22,73%,141.2,0.80,0.10,0.14,0.10,29%,17%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,bang,100T,,,440,1.10,188.8,1.10,75%,122.3,0.68,0.32,0.05,0.06,36%,12%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Inspire,ENVY,,,256,1.09,200.0,1.11,69%,136.3,0.71,0.22,0.08,0.09,33%,12%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,trent,G2,,,255,1.09,191.9,1.11,76%,129.0,0.69,0.33,0.05,0.05,28%,13%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Verno,MIBR,,,364,1.09,205.9,1.13,79%,134.5,0.71,0.29,0.07,0.05,29%,12%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,brawk,NRG,,,319,1.09,195.5,1.08,71%,131.0,0.67,0.27,0.07,0.06,21%,16%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,mada,NRG,,,319,1.08,220.7,1.16,71%,138.8,0.78,0.21,0.19,0.16,30%,13%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,v1c,C9,,,350,1.08,196.6,1.10,77%,127.3,0.70,0.34,0.08,0.08,27%,25%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,keiko,NRG,,,319,1.07,200.4,1.09,73%,127.8,0.73,0.25,0.08,0.08,36%,7%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,skuba,NRG,,,319,1.07,184.9,1.09,76%,127.2,0.66,0.23,0.08,0.07,30%,31%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,artzin,FUR,,,261,1.06,188.8,1.11,75%,123.2,0.69,0.36,0.07,0.08,30%,28%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,OXY,C9,,,230,1.06,225.2,1.15,68%,144.7,0.85,0.11,0.21,0.17,27%,13%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,eeiu,FUR,,,261,1.05,177.5,1.10,74%,117.6,0.65,0.28,0.05,0.05,26%,12%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,leaf,G2,,,255,1.04,200.5,1.09,73%,134.7,0.73,0.25,0.07,0.09,25%,20%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Xeppaa,C9,,,350,1.04,197.2,1.04,76%,127.6,0.68,0.33,0.04,0.04,25%,10%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,supamen,EG,,,256,1.04,190.5,1.00,73%,124.2,0.64,0.34,0.09,0.05,37%,4%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,zekken,MIBR,,,364,1.03,204.1,1.01,75%,131.1,0.69,0.32,0.14,0.11,27%,18%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Rossy,ENVY,,,304,1.02,190.8,1.02,70%,120.8,0.67,0.32,0.05,0.06,25%,8%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,PxS,LEV,,,104,1.01,172.6,0.98,67%,116.8,0.62,0.19,0.09,0.06,23%,14%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,kiNgg,LEV,,,231,1.01,189.2,1.03,68%,120.5,0.68,0.25,0.06,0.08,33%,13%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,keznit,ENVY,,,304,1.01,215.8,1.04,72%,138.5,0.75,0.20,0.14,0.14,27%,17%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,vora,100T,,,440,0.99,193.9,0.95,74%,125.1,0.65,0.34,0.07,0.07,29%,8%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,aspas,MIBR,,,364,0.98,196.2,1.11,70%,130.7,0.72,0.12,0.13,0.13,26%,7%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Mazino,MIBR,,,364,0.97,197.1,0.96,69%,129.5,0.69,0.34,0.07,0.09,27%,7%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Asuna,100T,,,440,0.97,171.5,0.89,76%,107.1,0.58,0.49,0.05,0.08,22%,6%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,bao,EG,,,256,0.96,188.5,0.93,71%,132.5,0.66,0.28,0.07,0.10,28%,14%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,penny,C9,,,350,0.95,189.1,0.99,70%,128.0,0.69,0.23,0.11,0.16,21%,8%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,NagZ,KRÜ,,,164,0.95,157.5,0.83,66%,111.5,0.56,0.24,0.05,0.10,27%,19%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Reduxx,SEN,,,190,0.95,189.0,0.96,67%,127.4,0.68,0.22,0.18,0.17,33%,
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,mta,KRÜ,,,164,0.94,184.9,0.91,70%,114.7,0.66,0.20,0.11,0.10,29%,23%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,blowz,LEV,,,231,0.93,175.5,0.94,71%,114.8,0.61,0.22,0.03,0.05,26%,8%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Timotino,100T,,,440,0.93,218.7,0.95,67%,145.3,0.75,0.22,0.19,0.19,28%,17%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,alym,FUR,,,261,0.93,195.8,0.99,72%,124.3,0.69,0.24,0.18,0.14,29%,29%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,nerve,FUR,,,261,0.93,168.3,0.92,73%,114.8,0.59,0.32,0.04,0.04,21%,12%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Darker,LOUD,,,146,0.92,188.3,0.88,69%,120.4,0.67,0.29,0.10,0.09,24%,27%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Sato,LEV,,,231,0.90,190.4,0.96,67%,130.8,0.69,0.21,0.13,0.20,31%,17%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Kyu,SEN,,,190,0.90,176.8,0.86,68%,114.0,0.60,0.28,0.05,0.09,21%,12%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,C0M,EG,,,256,0.90,164.6,0.84,70%,110.0,0.55,0.29,0.06,0.08,21%,8%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Ethan,NRG,,,319,0.89,174.4,0.83,71%,115.1,0.58,0.35,0.11,0.11,24%,17%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,benG,KRÜ,,,164,0.89,163.8,0.78,66%,103.5,0.57,0.27,0.07,0.06,32%,10%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Okeanos,EG,,,256,0.88,174.4,0.92,67%,111.5,0.64,0.27,0.09,0.11,34%,20%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,pANcada,LOUD,,,146,0.87,157.3,0.78,76%,110.8,0.53,0.32,0.05,0.03,30%,10%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,infiltrator,KRÜ,,,164,0.86,205.8,0.84,68%,133.4,0.70,0.21,0.14,0.19,27%,13%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,cortezia,SEN,,,190,0.85,175.6,0.85,67%,126.2,0.59,0.20,0.07,0.08,31%,11%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Eggsterr,ENVY,,,304,0.85,180.8,0.88,69%,115.5,0.64,0.23,0.11,0.14,27%,13%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,jawgemo,G2,,,255,0.85,196.3,0.85,71%,127.5,0.65,0.30,0.18,0.18,20%,14%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,P0PPIN,ENVY,,,304,0.83,178.4,0.84,70%,114.6,0.62,0.27,0.11,0.09,29%,
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Zellsis,C9,,,350,0.83,150.0,0.71,72%,93.3,0.49,0.49,0.05,0.08,18%,8%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,tex,MIBR,,,364,0.82,165.2,0.84,69%,108.4,0.60,0.21,0.09,0.11,30%,8%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,spike,LEV,,,231,0.81,172.5,0.79,69%,112.8,0.59,0.31,0.10,0.10,26%,11%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,N4RRATE,SEN,,,190,0.80,187.1,0.79,69%,124.3,0.62,0.23,0.14,0.14,22%,
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,cauanzin,LOUD,,,146,0.79,162.6,0.77,71%,109.8,0.58,0.27,0.05,0.11,24%,
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Virtyy,LOUD,,,146,0.75,171.3,0.82,64%,107.7,0.64,0.16,0.09,0.17,21%,15%
kickoff_americas_2026,VCT 2026: Americas Kickoff,2026,americas,kickoff,Governor,KRÜ,,,164,0.71,148.3,0.65,63%,100.6,0.51,0.28,0.05,0.12,24%,10%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,primmie,FS,,,237,1.23,258.1,1.34,74%,166.7,0.95,0.16,0.17,0.12,32%,28%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,Karon,GEN,,,266,1.15,215.7,1.14,74%,149.4,0.76,0.19,0.08,0.05,29%,23%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,iZu,T1,,,346,1.14,225.3,1.34,74%,143.2,0.82,0.18,0.15,0.10,29%,19%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,PatMen,GE,,,353,1.14,233.4,1.24,77%,148.1,0.83,0.27,0.13,0.10,31%,17%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,Jemkin,RRQ,,,348,1.13,226.4,1.21,73%,141.8,0.82,0.14,0.19,0.11,29%,18%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,Rb,NS,,,250,1.12,186.8,1.16,76%,119.7,0.68,0.37,0.07,0.05,22%,15%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,Dambi,NS,,,250,1.11,246.5,1.19,70%,141.6,0.86,0.22,0.16,0.14,19%,14%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,Autumn,GE,,,353,1.10,225.8,1.16,72%,141.9,0.80,0.19,0.16,0.15,29%,8%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,f0rsakeN,PRX,,,432,1.09,227.3,1.14,72%,146.0,0.80,0.32,0.11,0.09,32%,11%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,Meiy,DFM,,,323,1.09,240.3,1.16,72%,156.2,0.85,0.17,0.13,0.15,28%,16%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,xffero,RRQ,,,348,1.07,195.3,1.07,78%,132.3,0.70,0.29,0.06,0.04,33%,13%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,Xross,NS,,,250,1.06,186.2,1.07,75%,125.0,0.64,0.26,0.06,0.04,27%,21%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,XuNa,VL,,,187,1.05,192.0,1.01,70%,141.0,0.71,0.27,0.06,0.03,31%,11%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,Ivy,NS,,,250,1.05,188.1,1.15,72%,125.9,0.68,0.26,0.07,0.08,29%,25%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,MaKo,KRX,,,339,1.05,202.8,1.07,76%,128.5,0.72,0.31,0.09,0.08,28%,18%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,HYUNMIN,KRX,,,339,1.05,234.6,1.09,71%,150.3,0.81,0.21,0.15,0.13,27%,
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,Meteor,T1,,,346,1.05,221.1,1.14,75%,146.7,0.82,0.20,0.12,0.11,35%,9%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,Killua,FS,,,237,1.05,202.3,1.05,73%,128.5,0.73,0.24,0.08,0.07,41%,20%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,invy,PRX,,,432,1.05,194.5,1.02,73%,131.2,0.68,0.28,0.07,0.07,35%,16%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,Jinggg,PRX,,,432,1.04,208.7,1.08,73%,137.7,0.74,0.18,0.14,0.09,22%,11%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,xavi8k,GE,,,353,1.03,193.4,1.03,75%,122.9,0.70,0.31,0.07,0.06,24%,13%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,free1ng,KRX,,,339,1.03,191.6,1.07,69%,123.8,0.68,0.21,0.09,0.09,34%,25%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,SugarZ3ro,ZETA,,,198,1.01,202.8,0.95,75%,129.3,0.69,0.40,0.07,0.09,30%,4%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,Munchkin,T1,,,346,1.01,179.6,1.00,79%,115.5,0.61,0.45,0.06,0.08,21%,20%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,Zexy,VL,,,187,1.00,236.8,1.04,66%,148.3,0.82,0.14,0.21,0.16,26%,20%
kickoff_pacific_2026,VCT 2026: Pacific Kickoff,2026,pacific,kickoff,BuZz,T1,,,346,1.00,219.6,1.11,68%,136.0,0.78,0.18,0.14,0.14,19%,19%
