event_key,event_name,season,region,event_type,player,team,role,agents,rounds,rating,acs,kd_ratio,kast,adr,kpr,apr,fkpr,fdpr,headshot_pct,clutch_pct
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,N4RRATE,SEN,,,249,1.08,219.5,1.06,75%,140.1,0.74,0.34,0.06,0.09,24%,25%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,d4v41,PRX,,,387,1.07,189.4,1.12,73%,131.7,0.72,0.23,0.05,0.07,26%,10%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,happywei,XLG,,,75,1.06,223.0,0.97,61%,147.0,0.76,0.17,0.16,0.15,45%,12%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,kaajak,FNC,,,419,1.06,218.3,1.13,71%,141.5,0.78,0.16,0.19,0.16,35%,18%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,rushia,BLG,,,179,1.03,201.9,0.99,72%,130.6,0.70,0.38,0.12,0.08,27%,10%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Karon,GEN,,,255,1.03,189.3,1.09,76%,125.6,0.69,0.32,0.09,0.09,31%,11%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,crashies,FNC,,,419,1.03,181.8,1.07,74%,126.4,0.65,0.29,0.05,0.03,34%,10%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Ash,GEN,,,255,1.02,173.9,1.05,74%,118.3,0.62,0.22,0.05,0.03,31%,15%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,PatMen,PRX,,,387,1.01,193.0,1.02,73%,124.2,0.68,0.32,0.06,0.08,31%,24%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,penny,TL,,,121,1.00,188.4,0.98,73%,131.3,0.67,0.29,0.12,0.10,20%,22%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Munchkin,GEN,,,255,0.99,207.8,1.02,72%,134.1,0.68,0.35,0.10,0.10,22%,5%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,bang,SEN,,,249,0.99,188.1,0.99,72%,112.5,0.69,0.33,0.08,0.08,34%,14%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,johnqt,SEN,,,249,0.99,166.3,0.94,77%,109.7,0.59,0.38,0.05,0.07,26%,8%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Zellsis,SEN,,,249,0.99,173.6,0.95,70%,118.2,0.61,0.28,0.07,0.09,21%,12%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,jawgemo,G2,,,198,0.98,217.1,1.00,72%,143.7,0.73,0.25,0.16,0.19,23%,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Monyet,RRQ,,,100,0.97,196.4,0.89,67%,130.3,0.66,0.31,0.05,0.13,26%,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,something,PRX,,,387,0.96,192.2,1.00,73%,123.9,0.68,0.20,0.14,0.15,25%,8%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,kamo,TL,,,187,0.96,210.8,0.99,70%,141.9,0.75,0.20,0.16,0.17,35%,20%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Juicy,WOL,,,349,0.95,212.0,1.00,67%,139.5,0.74,0.19,0.19,0.17,25%,31%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Wo0t,TH,,,81,0.94,183.0,0.86,68%,118.9,0.63,0.36,0.10,0.15,34%,10%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,nephh,BLG,,,179,0.93,178.6,0.87,72%,117.9,0.59,0.46,0.07,0.08,22%,17%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,valyn,G2,,,198,0.93,172.1,0.86,75%,109.6,0.61,0.37,0.07,0.08,22%,6%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,JonahP,G2,,,198,0.93,178.8,0.90,76%,113.2,0.61,0.39,0.04,0.14,24%,8%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Lysoar,WOL,,,349,0.91,174.5,0.88,72%,112.1,0.60,0.33,0.08,0.06,25%,13%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,SiuFatBB,WOL,,,349,0.91,151.1,0.88,70%,99.9,0.54,0.25,0.03,0.05,28%,23%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,paTiTek,TL,,,187,0.91,183.1,0.88,72%,117.7,0.61,0.21,0.09,0.07,27%,8%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Levius,BLG,,,179,0.90,158.1,0.94,70%,111.4,0.59,0.16,0.03,0.11,23%,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,xffero,RRQ,,,100,0.90,175.2,0.89,65%,118.8,0.64,0.17,0.07,0.07,32%,8%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Yuicaw,WOL,,,349,0.89,175.0,0.89,63%,117.3,0.62,0.19,0.09,0.10,27%,9%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Foxy9,GEN,,,255,0.88,179.2,0.98,71%,111.6,0.65,0.18,0.08,0.08,32%,28%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Kushy,RRQ,,,100,0.88,174.0,0.86,70%,114.0,0.62,0.22,0.01,0.05,39%,17%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,nAts,TL,,,111,0.88,186.0,0.88,74%,121.2,0.64,0.20,0.08,0.05,28%,12%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Rarga,XLG,,,75,0.86,217.0,0.88,64%,136.1,0.76,0.16,0.20,0.25,41%,33%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,RieNs,TH,,,81,0.85,191.5,0.84,63%,125.0,0.63,0.25,0.09,0.12,28%,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,benjyfishy,TH,,,81,0.85,178.8,0.85,62%,119.9,0.63,0.11,0.12,0.06,30%,17%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Jemkin,RRQ,,,100,0.85,196.8,0.88,66%,138.2,0.69,0.14,0.21,0.16,33%,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Boaster,FNC,,,419,0.84,143.4,0.76,72%,94.4,0.47,0.36,0.08,0.08,25%,9%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Knight,BLG,,,179,0.83,149.1,0.81,69%,105.0,0.51,0.23,0.06,0.09,26%,7%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Serial,TL,,,142,0.83,155.2,0.84,66%,103.1,0.57,0.16,0.09,0.07,45%,32%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Boo,TH,,,81,0.76,139.5,0.70,62%,86.7,0.48,0.43,0.02,0.10,38%,6%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,crazyguy,RRQ,,,100,0.75,144.2,0.65,64%,90.7,0.47,0.34,0.11,0.14,25%,9%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,MiniBoo,TH,,,81,0.74,167.5,0.81,60%,105.6,0.64,0.09,0.12,0.11,31%,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,xenom,MIBR,,,71,0.71,148.3,0.65,63%,101.7,0.55,0.15,0.06,0.14,35%,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,cortezia,MIBR,,,71,0.69,164.0,0.66,59%,115.2,0.55,0.17,0.10,0.14,33%,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Viva,XLG,,,75,0.67,147.0,0.51,59%,107.6,0.44,0.28,0.05,0.03,27%,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,coconut,XLG,,,75,0.65,128.3,0.57,65%,82.6,0.45,0.29,0.01,0.08,26%,23%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Midi,XLG,,,75,0.59,132.0,0.58,61%,88.8,0.48,0.19,0.04,0.03,34%,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,aspas,MIBR,,,71,0.53,129.8,0.53,59%,88.8,0.44,0.17,0.07,0.21,18%,20%
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,artzin,MIBR,,,71,0.51,121.5,0.52,66%,86.3,0.44,0.25,0.04,0.15,26%,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,tarik,tarik,,,20,,,0.94,,,0.85,0.30,,,,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Kyedae,tarik,,,20,,,1.00,,,0.75,0.40,,,,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,joshseki,tarik,,,20,,,0.63,,,0.50,0.35,,,,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Vinnie,tarik,,,20,,,0.87,,,0.65,0.20,,,,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Yvonnie,tarik,,,20,,,0.40,,,0.30,0.35,,,,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Disguised Toast,Team,,,20,,,1.00,,,0.60,0.25,,,,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Jacob,Team,,,20,,,0.46,,,0.30,0.25,,,,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,meL,Team,,,20,,,2.56,,,1.15,0.55,,,,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,Sidsity,Team,,,20,,,1.25,,,0.75,0.20,,,,
masters_toronto_2025,Masters Toronto 2025,2025,intl,masters,TenZ,Team,,,20,,,1.71,,,1.20,0.20,,,,
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,aspas,MIBR,,,330,1.33,261.6,1.66,79%,164.7,0.97,0.13,0.20,0.07,26%,8%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,RieNs,TH,,,256,1.17,226.1,1.14,73%,148.9,0.79,0.33,0.07,0.05,34%,20%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,brawk,NRG,,,377,1.16,224.6,1.17,76%,144.7,0.73,0.34,0.07,0.06,17%,9%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,kaajak,FNC,,,453,1.15,228.4,1.20,71%,148.2,0.82,0.20,0.21,0.13,32%,13%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,johnqt,SEN,,,126,1.14,187.0,1.13,79%,118.7,0.67,0.27,0.04,0.04,33%,9%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Smoggy,EDG,,,119,1.13,206.0,1.09,77%,135.3,0.74,0.40,0.09,0.04,25%,17%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,leaf,G2,,,268,1.11,222.8,1.13,71%,151.5,0.79,0.26,0.11,0.09,21%,15%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,something,PRX,,,356,1.10,220.4,1.17,72%,141.0,0.79,0.26,0.16,0.13,25%,13%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Knight,BLG,,,95,1.10,196.8,0.97,67%,135.4,0.68,0.28,0.08,0.09,26%,12%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,skuba,NRG,,,377,1.09,190.1,1.17,76%,124.9,0.71,0.25,0.06,0.06,30%,21%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,SpiritZ1,DRG,,,98,1.08,237.0,1.03,79%,155.7,0.82,0.33,0.21,0.11,30%,
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,NoMan,XLG,,,157,1.08,221.4,1.18,73%,140.7,0.78,0.19,0.10,0.10,32%,5%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,cortezia,MIBR,,,330,1.08,196.4,1.27,75%,130.2,0.72,0.21,0.11,0.07,33%,8%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Cloud,GX,,,261,1.07,202.5,1.02,70%,135.2,0.69,0.33,0.07,0.06,29%,7%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Chronicle,FNC,,,453,1.07,204.2,1.07,70%,138.7,0.72,0.28,0.09,0.08,29%,7%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Alfajer,FNC,,,391,1.06,211.7,1.14,69%,141.3,0.76,0.18,0.14,0.10,34%,5%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,jawgemo,G2,,,268,1.05,230.4,1.09,68%,141.7,0.80,0.20,0.20,0.14,28%,19%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Jinggg,PRX,,,356,1.05,224.3,1.10,74%,146.0,0.78,0.24,0.12,0.13,22%,12%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Verno,MIBR,,,330,1.05,199.3,1.15,76%,129.3,0.67,0.33,0.10,0.06,25%,17%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,ZmjjKK,EDG,,,119,1.04,237.4,1.08,62%,143.5,0.82,0.18,0.21,0.19,24%,
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,iZu,T1,,,148,1.04,212.2,1.09,70%,124.8,0.76,0.15,0.14,0.10,26%,21%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Meteor,T1,,,148,1.04,219.0,0.96,68%,144.2,0.74,0.18,0.17,0.07,36%,11%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Flashback,KRX,,,477,1.04,223.2,1.12,66%,144.3,0.80,0.16,0.17,0.16,24%,10%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,valyn,G2,,,268,1.03,192.3,0.97,75%,124.1,0.65,0.37,0.09,0.07,26%,14%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,f0rsakeN,PRX,,,356,1.03,213.1,1.04,73%,135.5,0.75,0.42,0.09,0.12,31%,17%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Wo0t,TH,,,256,1.03,209.9,1.05,71%,138.2,0.75,0.16,0.13,0.12,30%,26%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,happywei,XLG,,,157,1.03,216.4,1.06,70%,145.8,0.75,0.32,0.10,0.15,39%,10%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,HYUNMIN,KRX,,,477,1.02,212.7,1.11,68%,141.3,0.76,0.19,0.11,0.09,40%,6%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,nAts,TL,,,148,1.02,194.4,1.06,69%,126.7,0.69,0.18,0.11,0.11,26%,19%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,MaKo,KRX,,,477,1.01,171.7,1.02,72%,108.9,0.61,0.37,0.08,0.09,25%,13%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,d4v41,PRX,,,356,1.01,186.9,1.03,71%,127.3,0.67,0.26,0.05,0.09,27%,17%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Viva,XLG,,,157,1.01,166.6,0.96,73%,119.6,0.60,0.29,0.06,0.07,34%,13%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,westside,GX,,,261,1.00,187.1,1.00,66%,121.3,0.69,0.19,0.09,0.10,41%,11%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,mada,NRG,,,377,1.00,214.2,1.06,66%,137.2,0.75,0.19,0.17,0.20,26%,15%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,crashies,FNC,,,453,1.00,179.5,0.97,71%,120.3,0.62,0.28,0.06,0.08,31%,14%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,keiko,TL,,,148,1.00,200.3,0.94,70%,131.0,0.68,0.26,0.13,0.08,35%,14%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Demon1,DRG,,,98,1.00,174.8,1.02,73%,117.0,0.65,0.16,0.04,0.04,38%,10%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,nobody,EDG,,,119,0.99,171.0,0.97,69%,115.2,0.62,0.16,0.04,0.07,30%,27%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,s0m,NRG,,,377,0.99,197.2,0.97,75%,124.2,0.68,0.37,0.08,0.10,24%,14%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,artzin,MIBR,,,330,0.99,202.1,1.05,73%,127.0,0.66,0.38,0.12,0.15,24%,20%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,DH,T1,,,148,0.98,186.0,0.90,68%,122.4,0.64,0.39,0.07,0.11,34%,21%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,trent,G2,,,268,0.98,173.5,0.98,72%,117.6,0.62,0.24,0.03,0.08,31%,15%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,zekken,SEN,,,126,0.98,229.3,0.94,68%,157.7,0.75,0.31,0.16,0.21,26%,22%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Ethan,NRG,,,377,0.98,175.8,0.93,72%,115.1,0.60,0.42,0.07,0.11,24%,17%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,ara,GX,,,261,0.97,198.7,1.01,66%,133.8,0.72,0.13,0.18,0.15,29%,14%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Jemkin,RRQ,,,137,0.97,215.7,1.06,63%,132.8,0.74,0.13,0.17,0.13,35%,8%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,BeYN,KRX,,,477,0.97,170.9,0.98,71%,114.5,0.60,0.26,0.06,0.06,28%,23%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,xenom,MIBR,,,330,0.97,155.1,0.95,78%,96.1,0.55,0.53,0.05,0.06,24%,8%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Rarga,XLG,,,157,0.96,208.6,0.98,73%,129.8,0.73,0.21,0.17,0.10,34%,8%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,N4RRATE,SEN,,,126,0.95,190.2,0.87,70%,121.2,0.63,0.39,0.06,0.10,26%,17%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,doma,FNC,,,62,0.94,167.3,0.90,73%,119.8,0.58,0.21,0.08,0.06,29%,14%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,nephh,BLG,,,95,0.94,164.0,0.88,67%,104.8,0.56,0.29,0.05,0.08,20%,10%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Levius,BLG,,,95,0.93,188.0,0.99,59%,122.1,0.71,0.17,0.13,0.09,30%,6%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,MiniBoo,TH,,,256,0.93,204.4,0.95,65%,134.9,0.71,0.16,0.19,0.17,26%,27%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,kamo,TL,,,148,0.93,190.3,0.94,63%,128.4,0.68,0.12,0.14,0.24,32%,15%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Flickless,GX,,,261,0.92,173.7,0.83,74%,115.8,0.56,0.47,0.06,0.07,26%,9%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Monyet,RRQ,,,137,0.92,174.9,0.88,69%,109.6,0.61,0.40,0.05,0.09,28%,11%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Kushy,RRQ,,,137,0.91,178.9,0.85,66%,120.7,0.63,0.29,0.07,0.12,40%,14%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Nicc,DRG,,,98,0.91,173.5,0.94,77%,121.7,0.65,0.28,0.02,0.06,34%,
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,JonahP,G2,,,268,0.91,172.8,0.84,71%,108.3,0.58,0.37,0.08,0.10,19%,21%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,benjyfishy,TH,,,256,0.89,175.1,0.83,71%,115.0,0.59,0.28,0.06,0.07,27%,17%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Boaster,FNC,,,453,0.89,145.2,0.77,70%,94.0,0.49,0.38,0.04,0.08,22%,16%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,CHICHOO,EDG,,,119,0.89,158.2,0.90,69%,113.5,0.59,0.25,0.07,0.08,21%,15%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Boo,TH,,,256,0.88,143.7,0.74,71%,93.1,0.50,0.53,0.05,0.09,31%,17%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,trexx,TL,,,148,0.87,160.1,0.73,63%,109.7,0.51,0.26,0.04,0.07,20%,4%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,free1ng,KRX,,,477,0.86,160.4,0.88,68%,107.1,0.57,0.20,0.09,0.09,35%,16%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,xffero,RRQ,,,137,0.85,172.0,0.88,66%,113.5,0.61,0.20,0.12,0.12,27%,8%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,BuZz,T1,,,148,0.85,190.3,0.92,69%,127.4,0.70,0.25,0.06,0.18,25%,38%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Flex1n,DRG,,,98,0.84,184.8,0.85,76%,119.0,0.62,0.40,0.10,0.12,29%,
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Akeman,DRG,,,98,0.84,196.8,0.88,62%,124.4,0.69,0.16,0.15,0.13,25%,30%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,PatMen,PRX,,,356,0.84,157.8,0.83,68%,106.5,0.55,0.21,0.04,0.06,31%,5%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,grubinho,GX,,,261,0.83,169.1,0.80,70%,108.0,0.60,0.39,0.11,0.10,29%,22%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,crazyguy,RRQ,,,137,0.82,152.0,0.71,68%,109.8,0.49,0.33,0.04,0.09,24%,13%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Jieni7,EDG,,,119,0.82,191.8,0.83,67%,117.9,0.65,0.23,0.12,0.08,26%,
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,paTiTek,TL,,,148,0.81,156.9,0.74,66%,101.1,0.53,0.36,0.03,0.05,27%,9%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,Zellsis,SEN,,,126,0.80,152.3,0.77,67%,99.7,0.54,0.27,0.13,0.11,20%,
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,bang,SEN,,,126,0.79,140.8,0.79,67%,92.4,0.53,0.29,0.06,0.09,35%,11%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,coconut,XLG,,,157,0.77,149.6,0.71,71%,92.6,0.50,0.44,0.08,0.07,30%,
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,stax,T1,,,148,0.75,146.5,0.69,66%,98.8,0.49,0.31,0.03,0.07,38%,10%
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,rushia,BLG,,,95,0.72,147.6,0.59,64%,102.3,0.45,0.33,0.06,0.11,19%,
champions_2025,Valorant Champions 2025 Paris,2025,intl,champions,whzy,BLG,,,95,0.63,154.4,0.61,64%,101.9,0.52,0.22,0.11,0.19,31%,
